w,0.01255386806467851
i,0.07232746872275903
e,0.13344546894375622
d,0.04319267271544156
r,0.0654335842060676
a,0.040859924615403505
u,0.03329690972264853
f,0.013978072167859642
n,0.08658792618693907
h,0.035463909931368096
m,0.021743667816670555
 ,0.13043131284607545
s,0.048349273778683595
t,0.049036820587115865
z,0.009993983965426218
g,0.026679271691487923
p,0.007968176404866849
o,0.023235398838536998
c,0.023646699161438446
k,0.011743545040454764
l,0.025672506721997813
ã,0.01798057680266179
¤,0.006003756952203219
",",0.010767474124912522
1,0.0008041842134341735
7,0.00011663740500190303
.,0.005838009060884725
b,0.01502780881287677
¼,0.005481958035089442
j,0.0011049859421232919
ÿ,0.003861311986641948
¶,0.0020994732900342546
"""",9.82209726331815e-05
-,0.0016022296160787732
v,0.007317462461172022
(,0.00024555243158295374
),0.00027624648553082297
x,0.0003069405394786922
?,0.00014119264816019842
4,0.00014733145894977226
3,0.00011663740500190303
6,0.00017188670210806762
q,0.00014733145894977226
!,0.0003499122150057091
y,0.000196441945266363
9,0.0009576544831735196
8,0.00013505383737062455
­,1.2277621579147688e-05
¡,1.8416432368721532e-05
0,0.000945376861594372
„,0.0003069405394786922
:,0.00022713599921423222
³,3.069405394786922e-05
;,0.00011663740500190303
5,0.0002946629178995445
2,0.0005647705926407937
/,0.0002394136207933799
–,7.980454026445997e-05
%,9.208216184360765e-05
œ,7.980454026445997e-05
â,2.4555243158295377e-05
º,1.8416432368721532e-05
©,1.2277621579147688e-05
